,child_friendly,continent,country,max_altitude,min_altitude,resort_name,season,ski_pass_price,url,beginner_slopes,intermediate_slopes,difficult_slopes,t-bar_lifts,chairlifts,gondolas,snowpark,night_skiing,snow_cannons,country_iso,altitude_diff,total_slopes,season_start,season_end
106,True,Europe,Austria,2340.0,1580.0,Axamer Lizum,November - April,38,https://ski-resort-stats.com/axamer-lizum,7.0,21.0,2.0,3,6.0,1.0,True,False,,AUT,760.0,30.0,November,April
107,True,Europe,Austria,1980.0,740.0,Flachau (Ski amedé),November - April,52,https://ski-resort-stats.com/flachau,,,,,,,False,False,,AUT,1240.0,0.0,November,April
108,True,Europe,Austria,2025.0,830.0,Ski Juwel Alpbachtal Wildschönau,December - April,46,https://ski-resort-stats.com/ski-juwel-alpbachtal-wildscho%CC%88nau,,,,,,,False,False,,AUT,1195.0,0.0,December,April
109,True,Europe,Austria,2872.0,1377.0,Ischgl,November - May,52,https://ski-resort-stats.com/Ischgl,47.0,142.0,49.0,13,25.0,7.0,True,False,1200.0,AUT,1495.0,238.0,November,May
110,True,Europe,Austria,2300.0,860.0,Bad Gastein,November - April,52,https://ski-resort-stats.com/bad-gastein,30.6,52.8,2.6,10,9.0,7.0,True,False,800.0,AUT,1440.0,86.0,November,April
111,True,Europe,Austria,2300.0,1423.0,Gargellen,December - April,47,https://ski-resort-stats.com/Gargellen,20.8,5.3,2.0,5,3.0,1.0,True,False,83.0,AUT,877.0,28.1,December,April
112,True,Europe,Austria,2811.0,1270.0,Lech (Ski Arlberg),December - April,53,https://ski-resort-stats.com/Lech,,,,,,,,,,AUT,1541.0,0.0,December,April
113,True,Europe,Austria,2000.0,800.0,Kitzbühel / Kirchberg (KitzSki),October - April,55,https://ski-resort-stats.com/kitzbuhel-kirchberg-kitzski,101.0,61.0,17.0,15,28.0,11.0,True,True,1102.0,AUT,1200.0,179.0,October,April
114,True,Europe,Austria,2300.0,1600.0,Galtür,December - April,40,https://ski-resort-stats.com/galtu%CC%88r,,,,,,,,,,AUT,700.0,0.0,December,April
115,True,Europe,Austria,2096.0,830.0,Fieberbrunn - Saalbach Hinterglemm Leogang (Skicircus),November - April,53,https://ski-resort-stats.com/fieberbrunn-saalbach-hinterglemm-leogang-skicircus,140.0,112.0,18.0,21,22.0,28.0,True,True,927.0,AUT,1266.0,270.0,November,April
116,True,Europe,Austria,2015.0,745.0,Schladming (4-Berge-Skischauke),depending on snow conditions - April,52,https://ski-resort-stats.com/schladming-4-berge-skischauke,46.1,68.3,8.3,16,20.0,10.0,True,True,600.0,AUT,1270.0,122.7,depending on snow conditions,April
117,True,Europe,Austria,1957.0,620.0,Ellmau (SkiWelt Wilder Kaiser-Brixental),December - April,49,https://ski-resort-stats.com/ellmau-skiwelt-wilder-kaiser-brixental,122.0,129.0,33.0,54,35.0,16.0,True,True,1700.0,AUT,1337.0,284.0,December,April
118,True,Europe,Austria,2188.0,1000.0,Zauchensee,depending on snow conditions - April,52,https://ski-resort-stats.com/Zauchensee,23.5,16.2,4.3,9,6.0,4.0,True,False,113.0,AUT,1188.0,44.0,depending on snow conditions,April
119,True,Europe,Austria,1957.0,620.0,Westendorf (SkiWelt Wilder Kaiser-Brixental),December - April,49,https://ski-resort-stats.com/westendorf-skiwelt-wilder-kaiser-brixental,122.0,129.0,33.0,54,35.0,16.0,True,True,1700.0,AUT,1337.0,284.0,December,April
120,True,Europe,Austria,2430.0,700.0,Silvretta Montafon,November - April,53,https://ski-resort-stats.com/Silvretta-montafon,60.0,45.0,8.0,25,18.0,10.0,True,False,330.0,AUT,1730.0,113.0,November,April
121,True,Europe,Austria,2811.0,1270.0,Zürs (Ski Arlberg),December - April,53,https://ski-resort-stats.com/zu%CC%88rs,130.0,123.0,51.0,53,45.0,15.0,True,False,747.0,AUT,1541.0,304.0,December,April
122,True,Europe,Austria,1957.0,620.0,Söll (SkiWelt Wilder Kaiser-Brixental),December - April,49,https://ski-resort-stats.com/soll-skiwelt-wilder-kaiser-brixental,122.0,129.0,33.0,54,35.0,16.0,True,True,1700.0,AUT,1337.0,284.0,December,April
123,True,Europe,Austria,1604.0,659.0,St. Johann in Tirol,December - April,44,https://ski-resort-stats.com/st-johann-tirol,16.0,23.5,3.5,12,4.0,4.0,False,True,260.0,AUT,945.0,43.0,December,April
124,True,Europe,Austria,2811.0,1270.0,St. Christoph (Ski Arlberg),December - April,53,https://ski-resort-stats.com/st-christoph,130.0,123.0,51.0,53,45.0,15.0,True,False,747.0,AUT,1541.0,304.0,December,April
125,True,Europe,Italy,2755.0,1205.0,Courmayeur / Chécrouit - Val Veny,depending on snow conditions - depending on snow conditions,46,https://ski-resort-stats.com/Courmayeur,16.0,21.0,4.0,4,8.0,6.0,True,False,280.0,ITA,1550.0,41.0,depending on snow conditions,depending on snow conditions
126,True,Europe,Spain,3282.0,2100.0,Sierra Nevada-Pradollano,November - May,47,https://ski-resort-stats.com/sierra-nevada-pradollano,50.0,49.0,7.79,5,14.0,2.0,True,True,350.0,ESP,1182.0,106.79,November,May
127,True,Europe,Italy,2924.0,1224.0,Cortina d'Ampezzo,November - April,52,https://ski-resort-stats.com/cortina-dampezzo,45.0,55.0,20.0,8,26.0,6.0,True,False,130.0,ITA,1700.0,120.0,November,April
128,True,Europe,Italy,3212.0,2011.0,Val Senales Glacier,October - May,44,https://ski-resort-stats.com/val-senales-glacier,8.0,7.599999999999999,11.6,6,6.0,2.0,True,False,,ITA,1201.0,27.199999999999996,October,May
129,True,Europe,Switzerland,3573.0,1800.0,Saas-Fee,July - April,63,https://ski-resort-stats.com/Saas-fee,20.0,60.0,20.0,14,2.0,9.0,True,False,102.0,CHE,1773.0,100.0,July,April
130,True,Europe,Italy,3275.0,1212.0,Champoluc (Monterosa Ski),December - April,43,https://ski-resort-stats.com/%E2%80%8Bchampoluc-alagna-valsesia%E2%80%8Bgressoney-la-trinite%E2%80%8Bfrachey-monterosa-ski,,,,,,,,,,ITA,2063.0,0.0,December,April
131,True,Europe,Italy,2275.0,973.0,Kronplatz (Plan de Corones),November - April,54,https://ski-resort-stats.com/kronplatz-plan-de-corones,52.0,42.0,25.0,6,5.0,21.0,True,True,450.0,ITA,1302.0,119.0,November,April
132,True,Europe,Spain,2251.0,1501.0,Formigal,November - April,44,https://ski-resort-stats.com/formigal,47.0,70.0,20.0,9,11.0,0.0,True,False,440.0,ESP,750.0,137.0,November,April
133,True,Europe,Spain,2510.0,1471.0,Baqueira / Beret,December - April,50,https://ski-resort-stats.com/baqueira-%E2%80%8Bberet,79.0,52.0,19.0,14,19.0,2.0,True,False,629.0,ESP,1039.0,150.0,December,April
134,True,Europe,Italy,2749.0,1372.0,Sauze d’Oulx (Via Lattea),November - April,48,https://ski-resort-stats.com/sauze-doulx-montgenevre%E2%80%8Bsan-sicario%E2%80%8Bclaviere%E2%80%8Bsestriere-via-lattea,96.0,220.0,84.0,29,35.0,7.0,False,True,629.0,ITA,1377.0,400.0,November,April
135,True,Europe,Switzerland,3899.0,1562.0,Cervinia,Year-round,81,https://ski-resort-stats.com/Cervinia,75.0,220.0,27.0,21,22.0,20.0,True,False,1060.0,CHE,2337.0,322.0,,
136,True,Europe,Switzerland,1900.0,1275.0,Wasserngrat (Gstaad),December - March,54,https://ski-resort-stats.com/wasserngrat-gstaad,3.5,3.6,2.2,0,1.0,0.0,False,False,,CHE,625.0,9.3,December,March
137,True,Europe,Switzerland,1941.0,1046.0,Wispile (Gstaad),December - March,54,https://ski-resort-stats.com/wispile-gstaad,3.6,3.7,1.6,3,0.0,2.0,False,True,,CHE,895.0,8.9,December,March
138,True,Europe,Switzerland,1370.0,1227.0,Heiti - Gsteig (Gstaad),no report,54,https://ski-resort-stats.com/heiti-gsteig-gstaad,0.69,0.59,0.0,1,0.0,0.0,False,False,,CHE,143.0,1.2799999999999998,,
139,True,Europe,Switzerland,1510.0,540.0,Crans-Montana,November - April,60,https://ski-resort-stats.com/Crans-Montana,55.0,70.0,15.0,12,6.0,5.0,True,False,,CHE,970.0,140.0,November,April
140,True,Europe,Switzerland,2040.0,1050.0,Brunni - Engelberg,December - April,38,https://ski-resort-stats.com/brunni-engelberg,2.0,3.0,2.0,3,1.0,1.0,False,False,,CHE,990.0,7.0,December,April
141,True,Europe,Switzerland,2865.0,1229.0,Arosa Lenzerheide,October - April,63,https://ski-resort-stats.com/arosa-lenzerheide,111.0,87.0,27.0,24,18.0,8.0,True,True,,CHE,1636.0,225.0,October,April
142,True,Europe,Switzerland,3330.0,821.0,Verbier (4 Vallées),December - April,66,https://ski-resort-stats.com/verbier-4-vallees,107.0,202.0,103.0,39,17.0,19.0,True,True,,CHE,2509.0,412.0,December,April
143,True,Europe,Switzerland,3057.0,1720.0,St. Moritz - Corviglia,November - April,69,https://ski-resort-stats.com/st-moritz-corviglia,42.0,79.0,34.0,11,12.0,5.0,True,False,170.0,CHE,1337.0,155.0,November,April
144,True,Europe,France,1751.0,1245.0,Gresse en Vercors,December - March,19,https://ski-resort-stats.com/gresse-en-vercors,8.0,7.0,5.0,10,1.0,0.0,True,False,51.0,FRA,506.0,20.0,December,March
145,True,Europe,Switzerland,3330.0,821.0,Nendaz (4 Vallées),December - April,66,https://ski-resort-stats.com/nendaz-4-vallees,107.0,202.0,103.0,39,17.0,19.0,True,True,,CHE,2509.0,412.0,December,April
146,True,Europe,Switzerland,2120.0,1224.0,Villars - Gryon / Les Diablerets,December - April,54,https://ski-resort-stats.com/villars-%E2%80%8Bgryon-les-diablerets,51.0,45.0,4.0,20,9.0,4.0,True,False,,CHE,896.0,100.0,December,April
147,True,Europe,Switzerland,3330.0,821.0,Thyon (4 Vallées),December - April,66,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,2509.0,0.0,December,April
148,True,Europe,Switzerland,3330.0,821.0,Veysonnaz (4 Vallées),December - April,66,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,2509.0,0.0,December,April
149,True,Europe,Germany,1140.0,810.0,Buchenberg-Buching-Halblech-,December - March,25,https://ski-resort-stats.com/beta-project,,,,,,,,,,DEU,330.0,0.0,December,March
150,True,Europe,Austria,1980.0,740.0,Alpendorf (Ski amedé),November - April,52,https://ski-resort-stats.com/alpendorf,14.2,111.0,111.0,6,13.0,2.0,True,True,,AUT,1240.0,236.2,November,April
151,True,Europe,France,3230.0,1110.0,Méribel (Les 3 Vallées),November - May,61,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,2120.0,0.0,November,May
152,True,Europe,France,3230.0,1110.0,Les Menuires (Les 3 Vallées),November - May,61,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,2120.0,0.0,November,May
153,True,Europe,France,2620.0,1100.0,Les Sybelles-Le Corbier-La Toussuire-Les Bottières-St Colomban des Villards-St Sorlin-St Jean d’Arves,December - April,44,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1520.0,0.0,December,April
154,True,Europe,France,2476.0,694.0,Le Grand Massif-Flaine-Les Carroz-Morillon-Samoëns-Sixt,December - April,47,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1782.0,0.0,December,April
155,True,Europe,France,2353.0,850.0,Megève-Saint-Gervais,December - April,46,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1503.0,0.0,December,April
156,True,America,USA,3398.0,2072.0,Big Sky Resort,November - April,110,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1326.0,0.0,November,April
157,True,America,USA,3813.0,2473.0,Snowmass,November - April,124,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1340.0,0.0,November,April
158,True,Europe,Andorra,2640.0,1710.0,Soldeu-Pas de la Casa/Grau Roig/El Tarter/Canillo/Encamp (Grandvalira),November - April,47,https://ski-resort-stats.com/beta-project,,,,,,,,,,AND,930.0,0.0,November,April
159,True,Europe,Switzerland,3018.0,1100.0,Laax-Flims-Falera,October - April,68,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,1918.0,0.0,October,April
160,True,Europe,France,2750.0,1650.0,Vars-Risoul-La Forêt Blanche,December - April,39,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1100.0,0.0,December,April
161,True,Europe,France,1608.0,1500.0,Kicking Horse,December - April,39,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,108.0,0.0,December,April
162,True,Europe,France,2550.0,1250.0,Le Grand Domaine-Valmorel-Doucy-Celliers-St François Longchamp,December - April,44,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1300.0,0.0,December,April
163,True,Europe,France,2594.0,1430.0,Galibier Thabor-Valmeinier-Valloire,December - April,39,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1164.0,0.0,December,April
164,True,Europe,Austria,2500.0,580.0,Zillertal Arena-Zell am Ziller-Gerlos-Königsleiten-Hochkrimml,December - April,52,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,1920.0,0.0,December,April
165,True,Europe,Spain,2531.0,1616.0,La Molina-Masella-Alp2500,November - April,45,https://ski-resort-stats.com/beta-project,,,,,,,,,,ESP,915.0,0.0,November,April
166,True,America,Canada,2637.0,1646.0,Lake Louise,November - May,66,https://ski-resort-stats.com/beta-project,,,,,,,,,,CAN,991.0,0.0,November,May
167,True,Europe,France,1600.0,1150.0,Auron-Saint-Etienne-de-Tinée-,December - April,34,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,450.0,0.0,December,April
168,True,America,USA,2712.0,2101.0,Powder Mountain,November - April,67,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,611.0,0.0,November,April
169,True,America,USA,3651.0,2835.0,Keystone,November - April,120,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,816.0,0.0,November,April
170,True,Europe,Italy,2550.0,1324.0,Alta Badia,December - April,52,https://ski-resort-stats.com/beta-project,,,,,,,,,,ITA,1226.0,0.0,December,April
171,True,America,USA,1285.0,355.0,Killington,November - May,90,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,930.0,0.0,November,May
172,True,America,USA,3767.0,2926.0,Copper Mountain,November - April,89,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,841.0,0.0,November,April
173,True,Europe,France,2477.0,1040.0,La Clusaz-Manigod,December - April,37,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1437.0,0.0,December,April
174,True,Europe,France,2050.0,1050.0,Espace Villard Corrençon-Villard-de-Lans-Corrençon-en-Vercors,December - April,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1000.0,0.0,December,April
175,True,Europe,France,2800.0,1300.0,Val Cenis-Lanslevillard-Lanslebourg-Termignon,December - April,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1500.0,0.0,December,April
176,True,Europe,France,2603.0,1800.0,Isola 2000,December - April,34,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,803.0,0.0,December,April
177,True,Europe,Switzerland,2310.0,1201.0,Obersaxen-Mundaun-Val Lumnezia,December - April,51,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,1109.0,0.0,December,April
178,True,Europe,France,2400.0,1350.0,Les 7 Laux-Prapoutel-Le Pleynet-Pipay,December - April,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1050.0,0.0,December,April
179,True,Europe,Switzerland,3303.0,1797.0,Corvatsch-Furtschellas,November - May,69,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,1506.0,0.0,November,May
180,True,America,USA,1286.0,426.0,Sugarloaf,November - April,81,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,860.0,0.0,November,April
181,True,America,Canada,1915.0,1155.0,Silver Star,November - April,62,https://ski-resort-stats.com/beta-project,,,,,,,,,,CAN,760.0,0.0,November,April
182,True,America,USA,3795.0,2805.0,Taos,November - April,84,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,990.0,0.0,November,April
183,True,Europe,Austria,2002.0,600.0,Nassfeld-Hermagor,December - April,46,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,1402.0,0.0,December,April
184,True,America,Canada,2730.0,1660.0,Sunshine Village,November - May,66,https://ski-resort-stats.com/beta-project,,,,,,,,,,CAN,1070.0,0.0,November,May
185,True,Europe,Italy,807.0,803.0,Mondolè Ski-Artesina-Frabosa Soprana-Prato Nevoso,depending on snow conditions - depending on snow conditions,33,https://ski-resort-stats.com/beta-project,,,,,,,,,,ITA,4.0,0.0,depending on snow conditions,depending on snow conditions
186,True,Europe,Switzerland,1845.0,759.0,Aletsch Arena-Riederalp-Bettmeralp-Fiesch Eggishorn,December - April,53,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,1086.0,0.0,December,April
187,True,Europe,Austria,2055.0,1087.0,Bad Kleinkirchheim-St. Oswald,December - April,47,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,968.0,0.0,December,April
188,True,America,USA,3353.0,2365.0,Snowbird,November - May,99,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,988.0,0.0,November,May
189,True,Europe,Italy,2694.0,1312.0,Bardonecchia,December - April,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,ITA,1382.0,0.0,December,April
190,True,Europe,France,1600.0,812.0,Saint-Lary-Soulan,December - April,42,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,788.0,0.0,December,April
191,True,Europe,France,2725.0,1850.0,Orcières Merlette 1850,December - April,34,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,875.0,0.0,December,April
192,True,Europe,France,2450.0,1450.0,Dévoluy-Superdévoluy-La Joue du Loup,December - April,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1000.0,0.0,December,April
193,True,Europe,France,2500.0,1250.0,Grand Tourmalet-Pic du Midi-La Mongie-Barèges,November - April,42,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1250.0,0.0,November,April
194,True,America,USA,2957.0,2407.0,Mt. Rose,November - April,93,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,550.0,0.0,November,April
195,True,Rest of the world,Australia,1790.0,1390.0,Mt. Buller,May - October,87,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUS,400.0,0.0,May,October
196,True,America,USA,1525.0,1070.0,Mt. Baker,November - May,50,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,455.0,0.0,November,May
197,True,America,USA,2632.0,2083.0,Alpine Meadows,November - April,102,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,549.0,0.0,November,April
198,True,America,USA,2917.0,2003.0,Deer Valley,December - April,109,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,914.0,0.0,December,April
199,True,Rest of the world,Australia,1605.0,1125.0,Perisher,June - October,0,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUS,480.0,0.0,June,October
200,True,America,USA,3628.0,3139.0,Wolf Creek,November - April,56,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,489.0,0.0,November,April
201,True,America,USA,2078.0,1392.0,Wenatchee-Mission Ridge,November - April,54,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,686.0,0.0,November,April
202,True,America,USA,2763.0,1737.0,Mt. Bachelor,November - May,79,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1026.0,0.0,November,May
203,True,America,USA,2624.0,1929.0,Northstar California Resort,November - April,120,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,695.0,0.0,November,April
204,True,Europe,Switzerland,2844.0,810.0,Parsenn (Davos Klosters),November - April,61,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,2034.0,0.0,November,April
205,True,America,USA,1950.0,1206.0,Schweitzer Mountain Resort,November - April,66,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,744.0,0.0,November,April
206,True,America,USA,3060.0,2001.0,Heavenly,November - April,120,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1059.0,0.0,November,April
207,True,America,Canada,2273.0,1410.0,Castle Mountain,December - April,50,https://ski-resort-stats.com/beta-project,,,,,,,,,,CAN,863.0,0.0,December,April
208,True,Europe,Austria,1130.0,900.0,Oberau (Wildschönau),December - March,30,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,230.0,0.0,December,March
209,True,America,USA,3871.0,3245.0,Loveland,October - May,61,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,626.0,0.0,October,May
210,True,America,USA,1181.0,600.0,Stratton,November - April,90,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,581.0,0.0,November,April
211,True,Rest of the world,Australia,1780.0,1500.0,Falls Creek,June - September,87,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUS,280.0,0.0,June,September
212,True,America,USA,2788.0,1752.0,Bald Mountain-Sun Valley,December - April,107,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1036.0,0.0,December,April
213,True,Europe,Sweden,1274.0,380.0,Åre,November - May,45,https://ski-resort-stats.com/beta-project,,,,,,,,,,SWE,894.0,0.0,November,May
214,True,America,USA,2078.0,1361.0,Whitefish Mountain Resort,December - April,65,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,717.0,0.0,December,April
215,True,Europe,Italy,2141.0,1309.0,Alto Sangro-Roccaraso-Rivisondoli,December - April,41,https://ski-resort-stats.com/beta-project,,,,,,,,,,ITA,832.0,0.0,December,April
216,True,Europe,France,2250.0,1400.0,Chamrousse,December - April,34,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,850.0,0.0,December,April
217,True,Europe,France,2020.0,1412.0,Valberg-Beuil les Launes,December - April,32,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,608.0,0.0,December,April
218,True,America,USA,2225.0,1378.0,Mt. Hood Meadows,November - April,76,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,847.0,0.0,November,April
219,True,America,USA,2555.0,2098.0,Sugar Bowl,November - April,98,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,457.0,0.0,November,April
220,True,America,USA,3369.0,2424.0,Mammoth Mountain,November - June,114,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,945.0,0.0,November,June
221,True,America,USA,3815.0,2659.0,Telluride,November - April,110,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,1156.0,0.0,November,April
222,True,Europe,Switzerland,1260.0,1072.0,Adelboden-Lenk-Chuenisbärgli-Silleren-Hahnenmoos-Metsch,December - April,55,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,188.0,0.0,December,April
223,True,Europe,Switzerland,2011.0,948.0,Rinderberg-Saanerslochgrat-Horneggli-Zweisimmen-Saanenmöser-Schönried-St. Stephan,December - April,54,https://ski-resort-stats.com/beta-project,,,,,,,,,,CHE,1063.0,0.0,December,April
224,True,America,USA,1240.0,452.0,Sugarbush,November - April,83,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,788.0,0.0,November,April
225,True,Europe,Austria,2007.0,1079.0,Graukogel-Bad Gastein,December - March,36,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,928.0,0.0,December,March
226,True,America,Canada,2410.0,1698.0,Marmot Basin-Jasper,November - April,60,https://ski-resort-stats.com/beta-project,,,,,,,,,,CAN,712.0,0.0,November,April
227,True,Europe,France,1835.0,1113.0,Les Portes du Mont-Blanc-Combloux-Megève le Jaillet-La Giettaz,December - April,35,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,722.0,0.0,December,April
228,True,America,USA,3299.0,2680.0,Purgatory-Durango,November - April,76,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,619.0,0.0,November,April
229,True,Europe,France,2100.0,1000.0,Le Grand Bornand,December - April,37,https://ski-resort-stats.com/beta-project,,,,,,,,,,FRA,1100.0,0.0,December,April
230,True,America,USA,957.0,250.0,Sunday River,October - April,85,https://ski-resort-stats.com/beta-project,,,,,,,,,,USA,707.0,0.0,October,April
231,True,Europe,Austria,2378.0,600.0,Kaltenbach-Hochzillertal-Hochfügen-SKi-optimal-,November - April,52,https://ski-resort-stats.com/beta-project,,,,,,,,,,AUT,1778.0,0.0,November,April
